Index,Year,Month,Raw Material,Feedstock Type,Avg Sugar/Starch Content (%),Ethanol Yield (L/ton),Production Volume (tons),Ethanol Produced (L),Cost per Ton (USD),Total Cost (USD),Water Used (m3),CO2 Emitted (tons)
1363,2021,3,Molasses,Sugar-based,48,250,255.69,63922.5,57.11,14602.46,786.14,128.26
1364,2022,12,Bagasse,Cellulose-based,20,210,584.54,122753.4,60.64,35446.51,2377.2,289.43
1365,2023,9,Wheat,Starch-based,55,370,912.02,337447.4,66.25,60421.32,2781.23,778.16
1366,2022,2,Bagasse,Cellulose-based,20,210,229.71,48239.1,69.1,15872.96,905.84,88.08
1367,2024,6,Wheat,Starch-based,55,370,488.3,180671.0,40.18,19619.89,1540.03,393.07
1368,2021,11,Bagasse,Cellulose-based,20,210,320.26,67254.6,108.0,34588.08,1179.81,129.18
1369,2024,7,Bagasse,Cellulose-based,20,210,159.3,33453.0,109.53,17448.13,640.2,62.32
1370,2020,12,Wheat,Starch-based,55,370,659.48,244007.6,103.6,68322.13,3180.47,547.49
1371,2024,7,Molasses,Sugar-based,48,250,297.45,74362.5,75.01,22311.72,1478.96,133.75
1372,2020,9,Wheat,Starch-based,55,370,291.89,107999.3,117.25,34224.1,1088.72,219.84
1373,2021,8,Rice Straw,Cellulose-based,18,190,298.22,56661.8,107.02,31915.5,1270.6,88.61
1374,2023,7,Bagasse,Cellulose-based,20,210,505.42,106138.2,43.05,21758.33,2179.75,159.67
1375,2022,2,Molasses,Sugar-based,48,250,133.54,33385.0,66.41,8868.39,495.88,57.48
1376,2023,12,Rice Straw,Cellulose-based,18,190,581.6,110504.0,99.17,57677.27,1949.07,269.48
1377,2024,3,Molasses,Sugar-based,48,250,830.45,207612.5,117.44,97528.05,2913.92,350.26
1378,2023,12,Rice Straw,Cellulose-based,18,190,572.84,108839.6,90.47,51824.83,2113.81,252.31
1379,2022,4,Sugarcane,Sugar-based,14,70,317.36,22215.2,102.3,32465.93,1461.27,49.83
1380,2023,5,Corn,Starch-based,60,400,801.64,320656.0,44.7,35833.31,3445.27,589.75
1381,2021,7,Molasses,Sugar-based,48,250,783.29,195822.5,49.86,39054.84,2720.56,357.06
1382,2024,9,Wheat,Starch-based,55,370,846.33,313142.1,115.64,97869.6,2771.68,600.94
1383,2024,2,Corn,Starch-based,60,400,399.82,159928.0,61.4,24548.95,1578.99,370.23
1384,2024,7,Sugarcane,Sugar-based,14,70,630.44,44130.8,111.49,70287.76,2510.93,78.39
1385,2023,9,Wheat,Starch-based,55,370,861.96,318925.2,76.62,66043.38,4294.35,490.28
1386,2022,8,Corn,Starch-based,60,400,954.79,381916.0,83.57,79791.8,4308.46,607.14
1387,2023,3,Rice Straw,Cellulose-based,18,190,882.58,167690.2,49.44,43634.76,4370.58,353.31
1388,2020,9,Rice Straw,Cellulose-based,18,190,704.69,133891.1,67.97,47897.78,3427.75,311.53
1389,2023,3,Wheat,Starch-based,55,370,741.21,274247.7,88.47,65574.85,2623.4,669.22
1390,2021,9,Molasses,Sugar-based,48,250,878.16,219540.0,91.21,80096.97,2697.96,462.83
1391,2023,7,Corn,Starch-based,60,400,405.16,162064.0,43.53,17636.61,1514.48,267.68
1392,2021,8,Molasses,Sugar-based,48,250,595.09,148772.5,78.29,46589.6,2800.17,328.54
1393,2024,11,Sugarcane,Sugar-based,14,70,844.87,59140.9,44.29,37419.29,3354.96,90.11
1394,2021,9,Molasses,Sugar-based,48,250,483.19,120797.5,45.08,21782.21,2060.82,289.75
1395,2021,7,Bagasse,Cellulose-based,20,210,235.38,49429.8,84.76,19950.81,909.94,87.58
1396,2022,4,Sugarcane,Sugar-based,14,70,782.72,54790.4,117.43,91914.81,3669.04,86.65
1397,2022,3,Molasses,Sugar-based,48,250,741.39,185347.5,85.68,63522.3,3434.71,390.22
1398,2022,10,Sugarcane,Sugar-based,14,70,907.13,63499.1,116.5,105680.65,4515.74,104.79
1399,2020,8,Wheat,Starch-based,55,370,298.56,110467.2,87.9,26243.42,1477.44,213.75
1400,2020,11,Corn,Starch-based,60,400,572.72,229088.0,59.01,33796.21,2656.04,418.74
1401,2021,7,Molasses,Sugar-based,48,250,503.65,125912.5,44.02,22170.67,1617.44,292.1
1402,2023,10,Bagasse,Cellulose-based,20,210,528.06,110892.6,76.38,40333.22,1794.76,220.66
1403,2022,8,Corn,Starch-based,60,400,840.99,336396.0,85.86,72207.4,3752.67,801.76
1404,2023,5,Rice Straw,Cellulose-based,18,190,131.18,24924.2,64.02,8398.14,420.31,38.35
1405,2022,5,Molasses,Sugar-based,48,250,632.65,158162.5,98.28,62176.84,2746.1,260.9
1406,2024,9,Wheat,Starch-based,55,370,631.72,233736.4,42.25,26690.17,2874.59,577.28
1407,2020,1,Wheat,Starch-based,55,370,917.83,339597.1,55.18,50645.86,3978.7,542.99
1408,2023,11,Bagasse,Cellulose-based,20,210,336.05,70570.5,80.82,27159.56,1309.03,152.42
1409,2022,7,Corn,Starch-based,60,400,851.79,340716.0,86.63,73790.57,2807.86,821.52
1410,2020,3,Corn,Starch-based,60,400,425.37,170148.0,69.48,29554.71,1736.81,306.98
1411,2020,3,Corn,Starch-based,60,400,884.68,353872.0,66.04,58424.27,4124.94,854.44
1412,2021,2,Bagasse,Cellulose-based,20,210,654.89,137526.9,102.43,67080.38,2653.04,261.71
1413,2021,5,Rice Straw,Cellulose-based,18,190,302.99,57568.1,106.11,32150.27,1017.65,91.86
1414,2022,11,Molasses,Sugar-based,48,250,128.42,32105.0,79.26,10178.57,591.66,60.98
1415,2021,2,Corn,Starch-based,60,400,945.96,378384.0,106.95,101170.42,3004.5,855.9
1416,2020,5,Sugarcane,Sugar-based,14,70,511.14,35779.8,42.68,21815.46,2484.45,57.92
1417,2023,11,Molasses,Sugar-based,48,250,241.06,60265.0,86.19,20776.96,1164.75,121.4
1418,2021,1,Sugarcane,Sugar-based,14,70,574.83,40238.1,74.31,42715.62,2529.69,73.28
1419,2024,3,Molasses,Sugar-based,48,250,359.55,89887.5,118.38,42563.53,1248.16,167.25
1420,2020,1,Molasses,Sugar-based,48,250,650.35,162587.5,99.5,64709.83,2771.86,324.32
1421,2020,8,Corn,Starch-based,60,400,123.83,49532.0,93.6,11590.49,583.26,114.47
1422,2023,9,Rice Straw,Cellulose-based,18,190,909.45,172795.5,61.27,55722.0,4111.88,368.85
1423,2022,10,Sugarcane,Sugar-based,14,70,791.93,55435.1,97.15,76936.0,3516.9,127.62
1424,2021,2,Sugarcane,Sugar-based,14,70,446.97,31287.9,111.12,49667.31,1661.93,73.52
1425,2020,1,Molasses,Sugar-based,48,250,747.54,186885.0,73.22,54734.88,2797.91,415.53
1426,2023,11,Wheat,Starch-based,55,370,634.99,234946.3,114.34,72604.76,2187.85,486.72
1427,2021,7,Rice Straw,Cellulose-based,18,190,712.17,135312.3,107.97,76892.99,2853.19,208.98
1428,2023,12,Bagasse,Cellulose-based,20,210,390.2,81942.0,45.13,17609.73,1679.31,181.19
1429,2023,3,Sugarcane,Sugar-based,14,70,715.05,50053.5,114.04,81544.3,3106.52,101.09
1430,2020,9,Sugarcane,Sugar-based,14,70,111.2,7784.0,69.38,7715.06,339.26,12.84
1431,2020,12,Bagasse,Cellulose-based,20,210,337.71,70919.1,96.44,32568.75,1013.93,163.14
1432,2020,10,Rice Straw,Cellulose-based,18,190,917.17,174262.3,78.06,71594.29,2954.23,266.86
1433,2024,12,Rice Straw,Cellulose-based,18,190,764.99,145348.1,92.36,70654.48,2500.17,331.26
1434,2024,7,Sugarcane,Sugar-based,14,70,114.18,7992.6,48.83,5575.41,457.65,17.1
1435,2022,12,Molasses,Sugar-based,48,250,656.71,164177.5,118.05,77524.62,3175.08,300.35
1436,2022,3,Bagasse,Cellulose-based,20,210,174.81,36710.1,87.08,15222.45,661.07,77.2
1437,2023,6,Rice Straw,Cellulose-based,18,190,564.12,107182.8,110.54,62357.82,2417.06,193.08
1438,2021,2,Molasses,Sugar-based,48,250,750.63,187657.5,42.48,31886.76,2309.6,347.47
1439,2023,2,Wheat,Starch-based,55,370,812.48,300617.6,83.55,67882.7,4031.14,723.5
1440,2020,8,Sugarcane,Sugar-based,14,70,628.2,43974.0,53.5,33608.7,2911.96,92.46
1441,2024,9,Corn,Starch-based,60,400,963.96,385584.0,100.21,96598.43,2981.32,892.41
1442,2023,6,Wheat,Starch-based,55,370,393.31,145524.7,97.65,38406.72,1302.72,338.96
1443,2024,3,Bagasse,Cellulose-based,20,210,992.21,208364.1,45.05,44699.06,4178.83,468.28
1444,2021,8,Bagasse,Cellulose-based,20,210,417.15,87601.5,60.59,25275.12,2081.79,135.12
1445,2020,9,Rice Straw,Cellulose-based,18,190,581.61,110505.9,100.54,58475.07,2062.02,273.38
1446,2020,5,Wheat,Starch-based,55,370,357.54,132289.8,82.44,29475.6,1199.16,267.97
1447,2023,6,Bagasse,Cellulose-based,20,210,899.02,188794.2,40.93,36796.89,2816.15,360.01
1448,2023,10,Molasses,Sugar-based,48,250,304.85,76212.5,103.3,31491.01,960.0,172.93
1449,2020,8,Wheat,Starch-based,55,370,855.81,316649.7,78.05,66795.97,3918.82,581.85
1450,2024,6,Rice Straw,Cellulose-based,18,190,554.48,105351.2,90.13,49975.28,2180.28,179.57
1451,2024,7,Bagasse,Cellulose-based,20,210,352.27,73976.7,71.27,25106.28,1675.68,127.04
1452,2021,10,Wheat,Starch-based,55,370,265.18,98116.6,59.37,15743.74,827.42,240.9
1453,2022,5,Sugarcane,Sugar-based,14,70,215.34,15073.8,69.62,14991.97,649.31,26.9
1454,2024,8,Corn,Starch-based,60,400,878.11,351244.0,93.56,82155.97,3480.89,833.49
1455,2021,7,Wheat,Starch-based,55,370,543.82,201213.4,46.99,25554.1,1966.93,441.9
1456,2024,9,Wheat,Starch-based,55,370,996.77,368804.9,77.6,77349.35,4855.79,599.7
1457,2023,11,Sugarcane,Sugar-based,14,70,957.75,67042.5,80.05,76667.89,4480.75,145.3
1458,2022,5,Wheat,Starch-based,55,370,527.05,195008.5,107.3,56552.46,1739.67,406.75
1459,2022,4,Sugarcane,Sugar-based,14,70,378.29,26480.3,69.88,26434.91,1354.86,40.79
1460,2021,8,Wheat,Starch-based,55,370,498.17,184322.9,108.71,54156.06,1683.99,452.29
1461,2020,11,Wheat,Starch-based,55,370,782.41,289491.7,79.8,62436.32,3379.4,573.06
1462,2020,11,Corn,Starch-based,60,400,531.24,212496.0,46.71,24814.22,2339.13,400.06
1463,2022,3,Bagasse,Cellulose-based,20,210,818.27,171836.7,115.34,94379.26,3827.61,382.36
1464,2021,7,Corn,Starch-based,60,400,990.93,396372.0,116.88,115819.9,4610.25,910.45
1465,2020,1,Molasses,Sugar-based,48,250,101.6,25400.0,102.42,10405.87,317.23,49.29
1466,2023,5,Molasses,Sugar-based,48,250,886.07,221517.5,71.78,63602.1,3874.64,358.75
1467,2022,1,Wheat,Starch-based,55,370,546.83,202327.1,102.95,56296.15,2020.02,490.39
1468,2024,12,Bagasse,Cellulose-based,20,210,901.57,189329.7,118.14,106511.48,4208.88,468.18
1469,2020,12,Corn,Starch-based,60,400,445.99,178396.0,58.44,26063.66,1803.5,328.66
1470,2023,8,Rice Straw,Cellulose-based,18,190,716.65,136163.5,91.63,65666.64,2893.73,293.37
1471,2024,11,Rice Straw,Cellulose-based,18,190,523.32,99430.8,114.87,60113.77,1904.27,198.98
1472,2022,4,Rice Straw,Cellulose-based,18,190,698.52,132718.8,112.7,78723.2,2759.52,236.64
1473,2024,11,Sugarcane,Sugar-based,14,70,444.14,31089.8,65.23,28971.25,1755.71,48.13
1474,2021,9,Sugarcane,Sugar-based,14,70,394.83,27638.1,115.53,45614.71,1642.01,62.09
1475,2020,11,Molasses,Sugar-based,48,250,787.9,196975.0,97.96,77182.68,3749.16,447.04
1476,2022,10,Bagasse,Cellulose-based,20,210,125.45,26344.5,110.72,13889.82,606.23,44.96
1477,2024,4,Sugarcane,Sugar-based,14,70,565.22,39565.4,48.16,27221.0,2369.59,77.24
1478,2023,11,Wheat,Starch-based,55,370,502.22,185821.4,84.51,42442.61,2180.41,350.04
1479,2023,8,Wheat,Starch-based,55,370,401.51,148558.7,56.4,22645.16,1205.27,335.55
1480,2020,11,Sugarcane,Sugar-based,14,70,495.01,34650.7,119.07,58940.84,1698.11,78.14
1481,2020,11,Sugarcane,Sugar-based,14,70,955.55,66888.5,81.18,77571.55,3328.07,163.77
1482,2023,2,Molasses,Sugar-based,48,250,252.17,63042.5,101.38,25564.99,877.97,141.68
1483,2020,10,Rice Straw,Cellulose-based,18,190,173.49,32963.1,71.1,12335.14,551.98,74.23
1484,2020,8,Bagasse,Cellulose-based,20,210,657.29,138030.9,56.63,37222.33,2183.11,337.91
1485,2022,1,Wheat,Starch-based,55,370,384.12,142124.4,66.99,25732.2,1477.53,297.63
1486,2022,7,Rice Straw,Cellulose-based,18,190,789.05,149919.5,45.26,35712.4,3501.32,315.33
1487,2022,3,Sugarcane,Sugar-based,14,70,327.57,22929.9,89.16,29206.14,1027.13,51.23
1488,2020,11,Molasses,Sugar-based,48,250,362.58,90645.0,115.59,41910.62,1597.84,140.15
1489,2022,11,Wheat,Starch-based,55,370,510.1,188737.0,93.72,47806.57,2012.31,451.55
1490,2022,2,Sugarcane,Sugar-based,14,70,625.48,43783.6,100.9,63110.93,1905.22,107.64
1491,2022,7,Bagasse,Cellulose-based,20,210,681.69,143154.9,99.65,67930.41,2132.46,222.26
1492,2024,12,Bagasse,Cellulose-based,20,210,453.82,95302.2,95.96,43548.57,1629.6,230.45
1493,2023,5,Molasses,Sugar-based,48,250,270.28,67570.0,50.07,13532.92,1034.44,107.86
1494,2023,5,Molasses,Sugar-based,48,250,176.91,44227.5,43.41,7679.66,634.58,80.44
1495,2021,10,Corn,Starch-based,60,400,630.19,252076.0,64.69,40766.99,2080.48,455.59
1496,2022,2,Molasses,Sugar-based,48,250,397.86,99465.0,93.61,37243.67,1491.57,183.68
1497,2020,5,Rice Straw,Cellulose-based,18,190,652.82,124035.8,88.38,57696.23,2231.34,284.49
1498,2021,8,Wheat,Starch-based,55,370,250.76,92781.2,62.99,15795.37,1003.01,150.56
1499,2022,4,Molasses,Sugar-based,48,250,990.48,247620.0,48.27,47810.47,3814.69,395.41
1500,2022,7,Bagasse,Cellulose-based,20,210,708.38,148759.8,93.64,66332.7,2866.16,288.47
1501,2024,12,Corn,Starch-based,60,400,460.09,184036.0,60.9,28019.48,1627.64,343.43
1502,2020,6,Molasses,Sugar-based,48,250,246.52,61630.0,77.61,19132.42,888.07,146.88
1503,2022,9,Molasses,Sugar-based,48,250,692.46,173115.0,107.38,74356.35,3092.99,302.18
1504,2024,7,Molasses,Sugar-based,48,250,492.98,123245.0,75.97,37451.69,1773.72,192.52
1505,2022,7,Sugarcane,Sugar-based,14,70,557.3,39011.0,87.7,48875.21,2237.24,80.38
1506,2023,2,Bagasse,Cellulose-based,20,210,437.73,91923.3,80.95,35434.24,1823.91,148.22
1507,2023,10,Corn,Starch-based,60,400,953.99,381596.0,64.19,61236.62,3737.59,755.29
1508,2020,11,Wheat,Starch-based,55,370,848.25,313852.5,107.64,91305.63,4194.62,732.55
1509,2022,6,Corn,Starch-based,60,400,876.99,350796.0,105.75,92741.69,4255.19,728.03
1510,2020,6,Wheat,Starch-based,55,370,886.24,327908.8,69.29,61407.57,3582.51,530.52
1511,2023,6,Sugarcane,Sugar-based,14,70,102.75,7192.5,74.91,7697.0,473.52,12.83
1512,2021,5,Bagasse,Cellulose-based,20,210,891.92,187303.2,45.15,40270.19,4065.19,374.32
1513,2021,10,Molasses,Sugar-based,48,250,209.17,52292.5,42.21,8829.07,1040.11,96.73
1514,2020,10,Molasses,Sugar-based,48,250,809.16,202290.0,116.99,94663.63,3286.35,320.87
1515,2022,9,Wheat,Starch-based,55,370,709.45,262496.5,71.61,50803.71,2471.7,525.34
1516,2023,9,Molasses,Sugar-based,48,250,279.05,69762.5,42.46,11848.46,1156.16,122.48
1517,2023,9,Bagasse,Cellulose-based,20,210,322.23,67668.3,61.72,19888.04,1460.52,156.91
1518,2020,4,Wheat,Starch-based,55,370,472.74,174913.8,66.49,31432.48,1511.13,340.56
1519,2022,3,Molasses,Sugar-based,48,250,978.92,244730.0,51.04,49964.08,3641.87,525.3
1520,2022,2,Bagasse,Cellulose-based,20,210,224.8,47208.0,86.38,19418.22,703.2,115.02
1521,2022,2,Bagasse,Cellulose-based,20,210,632.53,132831.3,61.31,38780.41,2905.33,320.53
1522,2021,11,Rice Straw,Cellulose-based,18,190,645.06,122561.4,119.46,77058.87,2955.92,220.5
1523,2024,2,Rice Straw,Cellulose-based,18,190,869.9,165281.0,77.72,67608.63,3106.24,255.63
1524,2020,3,Corn,Starch-based,60,400,232.77,93108.0,86.05,20029.86,887.64,221.09
1525,2020,10,Bagasse,Cellulose-based,20,210,588.74,123635.4,108.34,63784.09,2075.04,225.58
1526,2023,11,Sugarcane,Sugar-based,14,70,262.81,18396.7,55.73,14646.4,1165.21,29.21
1527,2022,10,Corn,Starch-based,60,400,836.0,334400.0,81.71,68309.56,2930.38,674.36
1528,2024,6,Molasses,Sugar-based,48,250,244.08,61020.0,109.88,26819.51,1166.69,129.55
1529,2023,4,Rice Straw,Cellulose-based,18,190,580.66,110325.4,79.24,46011.5,2853.42,266.35
1530,2020,8,Molasses,Sugar-based,48,250,197.35,49337.5,51.45,10153.66,808.52,75.61
1531,2021,5,Wheat,Starch-based,55,370,710.8,262996.0,82.82,58868.46,2377.04,468.99
1532,2021,10,Molasses,Sugar-based,48,250,312.99,78247.5,60.41,18907.73,1215.76,172.22
1533,2023,10,Sugarcane,Sugar-based,14,70,168.86,11820.2,108.02,18240.26,835.65,22.82
1534,2021,5,Wheat,Starch-based,55,370,914.92,338520.4,76.0,69533.92,3514.79,653.9
1535,2021,7,Corn,Starch-based,60,400,532.94,213176.0,77.12,41100.33,1955.76,442.95
1536,2022,1,Sugarcane,Sugar-based,14,70,293.5,20545.0,45.06,13225.11,1365.12,41.91
1537,2021,4,Corn,Starch-based,60,400,175.1,70040.0,55.19,9663.77,803.02,124.69
1538,2020,10,Molasses,Sugar-based,48,250,667.5,166875.0,47.78,31893.15,3046.2,369.58
1539,2020,6,Sugarcane,Sugar-based,14,70,822.66,57586.2,61.49,50585.36,2705.0,140.68
1540,2022,7,Sugarcane,Sugar-based,14,70,791.21,55384.7,88.51,70030.0,3866.76,112.87
1541,2024,1,Corn,Starch-based,60,400,856.73,342692.0,94.64,81080.93,2990.6,830.45
1542,2021,5,Corn,Starch-based,60,400,645.87,258348.0,71.11,45927.82,2431.4,540.65
1543,2021,4,Sugarcane,Sugar-based,14,70,177.23,12406.1,114.2,20239.67,546.19,25.18
1544,2022,2,Bagasse,Cellulose-based,20,210,216.68,45502.8,51.53,11165.52,1064.59,81.11
1545,2024,12,Corn,Starch-based,60,400,740.27,296108.0,114.27,84590.65,2729.18,634.83
1546,2020,9,Bagasse,Cellulose-based,20,210,116.2,24402.0,89.53,10403.39,436.51,48.42
1547,2020,11,Corn,Starch-based,60,400,818.48,327392.0,90.77,74293.43,2603.72,553.51
1548,2021,9,Corn,Starch-based,60,400,259.52,103808.0,88.04,22848.14,1196.31,254.76
1549,2022,2,Molasses,Sugar-based,48,250,532.05,133012.5,116.53,61999.79,1849.92,219.56
1550,2020,2,Corn,Starch-based,60,400,611.93,244772.0,52.31,32010.06,2969.28,426.73
1551,2022,2,Molasses,Sugar-based,48,250,613.81,153452.5,105.38,64683.3,2946.3,327.22
1552,2021,3,Corn,Starch-based,60,400,987.52,395008.0,90.4,89271.81,4036.44,855.52
1553,2022,8,Sugarcane,Sugar-based,14,70,644.28,45099.6,106.16,68396.76,2792.87,110.91
1554,2024,4,Molasses,Sugar-based,48,250,194.73,48682.5,94.55,18411.72,677.22,106.99
1555,2021,7,Sugarcane,Sugar-based,14,70,228.18,15972.6,46.45,10598.96,1114.12,30.14
1556,2024,2,Molasses,Sugar-based,48,250,443.41,110852.5,77.45,34342.1,1368.16,215.67
1557,2023,10,Bagasse,Cellulose-based,20,210,807.96,169671.6,118.87,96042.21,2888.06,320.15
1558,2022,4,Sugarcane,Sugar-based,14,70,365.17,25561.9,51.78,18908.5,1129.68,60.29
1559,2022,9,Molasses,Sugar-based,48,250,793.5,198375.0,82.56,65511.36,3700.43,410.53
1560,2020,2,Rice Straw,Cellulose-based,18,190,548.5,104215.0,104.69,57422.46,2316.31,186.39
1561,2020,10,Rice Straw,Cellulose-based,18,190,109.73,20848.7,87.01,9547.61,420.38,33.55
1562,2023,9,Sugarcane,Sugar-based,14,70,723.05,50613.5,74.88,54141.98,3354.59,119.55
1563,2023,1,Sugarcane,Sugar-based,14,70,769.18,53842.6,104.46,80348.54,3424.85,120.27
1564,2022,6,Rice Straw,Cellulose-based,18,190,406.8,77292.0,76.68,31193.42,1640.63,129.15
1565,2022,1,Molasses,Sugar-based,48,250,820.96,205240.0,116.42,95576.16,2754.88,319.4
1566,2020,2,Sugarcane,Sugar-based,14,70,467.38,32716.6,103.81,48518.72,1504.26,70.72
1567,2021,8,Corn,Starch-based,60,400,308.14,123256.0,85.4,26315.16,1087.85,229.33
1568,2024,8,Wheat,Starch-based,55,370,642.71,237802.7,43.2,27765.07,2603.93,397.4
1569,2022,6,Corn,Starch-based,60,400,759.95,303980.0,47.75,36287.61,2622.93,575.23
1570,2023,6,Rice Straw,Cellulose-based,18,190,851.56,161796.4,103.87,88451.54,3537.15,404.36
1571,2024,7,Corn,Starch-based,60,400,123.06,49224.0,92.84,11424.89,385.51,121.81
1572,2024,2,Rice Straw,Cellulose-based,18,190,239.84,45569.6,79.2,18995.33,824.53,75.6
1573,2024,1,Bagasse,Cellulose-based,20,210,293.94,61727.4,76.84,22586.35,1376.49,94.74
1574,2020,7,Rice Straw,Cellulose-based,18,190,891.58,169400.2,112.98,100730.71,3668.75,312.39
1575,2021,11,Corn,Starch-based,60,400,251.53,100612.0,59.74,15026.4,1002.22,214.64
1576,2022,8,Sugarcane,Sugar-based,14,70,362.81,25396.7,69.8,25324.14,1345.67,46.78
1577,2022,8,Sugarcane,Sugar-based,14,70,871.31,60991.7,107.53,93691.96,4285.23,140.31
1578,2024,5,Corn,Starch-based,60,400,504.49,201796.0,119.89,60483.31,2260.93,352.98
1579,2021,3,Sugarcane,Sugar-based,14,70,273.82,19167.4,83.35,22822.9,873.22,43.63
1580,2022,4,Sugarcane,Sugar-based,14,70,386.06,27024.2,40.06,15465.56,1357.93,56.33
1581,2022,9,Molasses,Sugar-based,48,250,979.67,244917.5,71.86,70399.09,3819.34,465.73
1582,2021,3,Bagasse,Cellulose-based,20,210,733.37,154007.7,86.37,63341.17,3224.49,263.01
1583,2020,12,Wheat,Starch-based,55,370,283.87,105031.9,77.46,21988.57,1104.84,182.51
1584,2024,2,Sugarcane,Sugar-based,14,70,931.6,65212.0,117.96,109891.54,3484.73,126.09
1585,2023,8,Molasses,Sugar-based,48,250,966.32,241580.0,109.97,106266.21,3149.89,505.17
1586,2024,9,Bagasse,Cellulose-based,20,210,860.85,180778.5,102.59,88314.6,4073.63,322.33
1587,2023,11,Molasses,Sugar-based,48,250,794.99,198747.5,92.07,73194.73,2742.93,311.12
1588,2022,8,Sugarcane,Sugar-based,14,70,435.49,30484.3,100.2,43636.1,2171.3,60.12
1589,2024,1,Sugarcane,Sugar-based,14,70,513.67,35956.9,80.92,41566.18,1902.87,71.0
1590,2021,2,Sugarcane,Sugar-based,14,70,390.74,27351.8,60.15,23503.01,1333.53,58.6
1591,2021,2,Sugarcane,Sugar-based,14,70,139.27,9748.9,44.41,6184.98,666.04,17.0
1592,2020,7,Corn,Starch-based,60,400,757.76,303104.0,53.79,40759.91,2777.92,696.8
1593,2021,9,Corn,Starch-based,60,400,110.48,44192.0,67.69,7478.39,333.68,71.75
1594,2022,1,Molasses,Sugar-based,48,250,872.0,218000.0,82.6,72027.2,2900.45,526.99
1595,2022,5,Sugarcane,Sugar-based,14,70,457.19,32003.3,88.68,40543.61,2228.44,53.08
1596,2024,10,Corn,Starch-based,60,400,498.54,199416.0,76.49,38133.32,2480.43,367.18
1597,2023,7,Molasses,Sugar-based,48,250,752.33,188082.5,118.89,89444.51,2613.62,340.51
1598,2024,4,Rice Straw,Cellulose-based,18,190,991.69,188421.1,116.91,115938.48,3595.83,371.6
1599,2022,3,Wheat,Starch-based,55,370,240.46,88970.2,41.5,9979.09,790.03,156.6
1600,2022,11,Molasses,Sugar-based,48,250,368.62,92155.0,42.26,15577.88,1728.2,158.5
1601,2023,8,Molasses,Sugar-based,48,250,175.51,43877.5,114.97,20178.38,825.92,87.44
1602,2023,3,Wheat,Starch-based,55,370,877.58,324704.6,115.0,100921.7,3882.03,582.78
1603,2021,5,Molasses,Sugar-based,48,250,599.31,149827.5,84.99,50935.36,2964.33,242.45
1604,2023,5,Bagasse,Cellulose-based,20,210,903.98,189835.8,117.28,106018.77,3828.02,348.87
1605,2024,9,Bagasse,Cellulose-based,20,210,106.72,22411.2,78.67,8395.66,435.56,55.38
1606,2021,5,Rice Straw,Cellulose-based,18,190,730.14,138726.6,44.36,32389.01,3224.75,214.18
1607,2022,11,Bagasse,Cellulose-based,20,210,213.98,44935.8,95.37,20407.27,1027.92,93.37
1608,2021,12,Sugarcane,Sugar-based,14,70,418.01,29260.7,44.74,18701.77,1899.77,59.45
1609,2021,7,Sugarcane,Sugar-based,14,70,527.58,36930.6,104.45,55105.73,2238.43,84.46
1610,2022,9,Wheat,Starch-based,55,370,127.71,47252.7,91.67,11707.18,458.65,110.73
1611,2024,3,Sugarcane,Sugar-based,14,70,744.42,52109.4,88.6,65955.61,3121.37,126.01
1612,2021,11,Wheat,Starch-based,55,370,769.4,284678.0,75.41,58020.45,3060.25,494.86
1613,2022,6,Bagasse,Cellulose-based,20,210,402.12,84445.2,95.84,38539.18,1719.36,181.14
1614,2021,8,Rice Straw,Cellulose-based,18,190,879.18,167044.2,90.42,79495.46,3109.42,282.26
1615,2022,11,Molasses,Sugar-based,48,250,671.2,167800.0,97.93,65730.62,3314.91,365.58
1616,2020,2,Bagasse,Cellulose-based,20,210,888.89,186666.9,85.2,75733.43,3745.37,338.93
1617,2022,2,Corn,Starch-based,60,400,114.51,45804.0,89.67,10268.11,434.38,69.84
1618,2023,8,Sugarcane,Sugar-based,14,70,310.94,21765.8,69.64,21653.86,1355.66,37.45
1619,2021,7,Wheat,Starch-based,55,370,908.64,336196.8,99.84,90718.62,3910.29,583.86
1620,2024,12,Corn,Starch-based,60,400,123.14,49256.0,89.8,11057.97,557.85,116.8
1621,2021,7,Molasses,Sugar-based,48,250,313.76,78440.0,68.51,21495.7,1394.6,153.81
1622,2023,9,Corn,Starch-based,60,400,666.42,266568.0,42.38,28242.88,2658.44,600.53
1623,2023,9,Sugarcane,Sugar-based,14,70,688.77,48213.9,116.43,80193.49,3150.43,89.52
1624,2024,3,Rice Straw,Cellulose-based,18,190,480.27,91251.3,103.42,49669.52,1456.41,159.13
1625,2024,10,Bagasse,Cellulose-based,20,210,212.62,44650.2,72.47,15408.57,912.41,99.01
1626,2021,8,Molasses,Sugar-based,48,250,228.51,57127.5,93.41,21345.12,848.15,140.63
1627,2024,8,Molasses,Sugar-based,48,250,807.76,201940.0,105.05,84855.19,2478.01,462.88
1628,2023,3,Corn,Starch-based,60,400,244.75,97900.0,96.87,23708.93,1166.67,221.86
1629,2020,3,Wheat,Starch-based,55,370,503.63,186343.1,97.24,48972.98,2418.92,397.1
1630,2023,10,Sugarcane,Sugar-based,14,70,567.74,39741.8,100.51,57063.55,2409.08,68.82
1631,2024,10,Bagasse,Cellulose-based,20,210,780.01,163802.1,105.4,82213.05,2595.2,308.68
